domain,diamond_id,value_tier,width,height,aspect_ratio,r_mean,g_mean,b_mean,r_std,g_std,b_std
ja_natural,27188820,mid_range,757,600,1.2617,184.591,184.7771,184.7312,39.4211,39.43,40.0442
ja_natural,25695589,mid_range,757,600,1.2617,190.0717,190.1044,189.6614,35.9856,35.6745,35.5743
ja_natural,24462078,mid_range,757,600,1.2617,185.1377,184.2943,181.0101,39.6414,39.9057,40.8039
ja_natural,27023876,mid_range,757,600,1.2617,183.6159,182.5801,179.7432,39.2059,39.2152,39.3668
ja_natural,27327524,mid_range,757,600,1.2617,188.3929,187.9075,186.1805,35.9055,36.4017,37.0085
ja_natural,28221180,mid_range,757,600,1.2617,188.7946,188.1238,188.3372,30.5646,30.6331,30.7777
ja_natural,15140687,mid_range,757,600,1.2617,170.4405,171.3045,170.1507,54.8363,52.2801,50.7228
ja_natural,28254791,mid_range,757,600,1.2617,187.1718,186.2105,182.8118,31.3736,30.8968,30.9586
ja_natural,26511082,mid_range,757,600,1.2617,189.5465,188.0693,183.2465,34.0244,33.3843,32.7875
ja_natural,28412867,mid_range,757,600,1.2617,176.5781,177.748,177.553,61.1631,59.4858,58.1736
ja_natural,28150742,mid_range,757,600,1.2617,190.2026,190.0872,188.6984,27.0081,26.5177,26.2112
ja_natural,28320451,mid_range,757,600,1.2617,182.9965,183.2023,181.6612,45.812,44.5317,44.0961
ja_natural,28455001,mid_range,757,600,1.2617,188.1707,187.7273,185.238,33.7173,33.0543,33.5351
ja_natural,28017452,mid_range,757,600,1.2617,194.0371,193.4268,191.1341,28.1918,28.2658,28.658
ja_natural,24265734,mid_range,757,600,1.2617,185.5207,184.1866,174.6271,40.0581,39.398,43.0259
ja_natural,28512829,mid_range,757,600,1.2617,186.7953,186.5838,186.577,40.0546,40.0684,39.7535
ja_natural,27782787,mid_range,757,600,1.2617,181.496,180.8694,178.4883,44.1031,43.9775,43.8358
ja_natural,27761243,mid_range,757,600,1.2617,188.9137,189.0273,186.6483,41.1747,40.507,40.6288
ja_natural,27943838,mid_range,757,600,1.2617,188.3042,188.5199,188.7781,34.6856,34.9651,35.29
ja_natural,25531657,mid_range,757,600,1.2617,191.2751,190.7788,191.4164,35.3802,34.8863,35.0189
ja_natural,23312888,mid_range,757,600,1.2617,185.0756,184.7021,182.9707,26.0191,25.6671,25.9885
ja_natural,27430419,mid_range,757,600,1.2617,182.0332,181.1452,180.5182,33.9735,33.2084,33.4257
ja_natural,20295967,mid_range,757,600,1.2617,180.9196,181.6432,182.464,54.2099,52.4871,51.2758
ja_natural,28357069,mid_range,757,600,1.2617,178.6692,179.7807,180.6654,57.5992,55.8043,53.1861
ja_natural,27768834,mid_range,757,600,1.2617,179.1195,178.2916,175.0687,42.8436,41.9829,40.8243
ja_natural,25948091,mid_range,757,600,1.2617,179.6954,178.9352,176.4426,57.957,58.2252,57.3291
ja_natural,28106419,mid_range,757,600,1.2617,189.7305,189.7425,189.6024,41.8675,42.1237,41.7457
ja_natural,12483361,mid_range,757,600,1.2617,172.6473,170.6945,167.7471,39.9486,40.4828,42.062
ja_natural,28400565,mid_range,757,600,1.2617,177.0027,177.4537,176.5088,60.9167,59.6759,58.5544
ja_natural,24564528,mid_range,757,600,1.2617,176.8392,178.879,180.9268,57.3524,55.1638,53.775
ja_natural,27748335,mid_range,757,600,1.2617,187.0632,185.7152,182.0316,34.1595,34.1124,33.7327
ja_natural,27577625,mid_range,757,600,1.2617,183.1782,182.6221,180.8508,37.0436,36.1053,35.7557
ja_natural,26035248,mid_range,757,600,1.2617,177.1378,176.4565,174.7063,60.2723,60.7829,61.8517
ja_natural,16430245,mid_range,757,600,1.2617,171.0574,170.9747,169.9002,61.0331,59.5596,58.0215
ja_natural,23546013,mid_range,757,600,1.2617,184.4898,183.7935,182.195,48.575,48.5574,47.8277
ja_natural,19246960,mid_range,757,600,1.2617,184.4334,183.7441,181.9705,37.0675,36.5868,36.2369
ja_natural,25847827,mid_range,757,600,1.2617,182.295,182.4127,182.2301,49.2494,49.5112,48.9249
ja_natural,27472971,mid_range,757,600,1.2617,174.8647,174.9068,175.09,67.3811,67.6425,67.8567
ja_natural,28254538,mid_range,757,600,1.2617,187.8799,186.5839,184.3939,31.7356,32.0061,32.5089
ja_natural,28001298,mid_range,757,600,1.2617,185.7595,184.527,179.3274,35.9254,35.7187,37.8446
ja_natural,27784588,mid_range,757,600,1.2617,191.9145,191.5842,189.3212,27.7913,27.6213,27.3515
ja_natural,28492403,mid_range,757,600,1.2617,187.9688,187.5314,188.1317,29.7661,30.0218,30.0566
ja_natural,28569107,mid_range,757,600,1.2617,189.9881,189.4659,188.9138,35.3192,36.1072,36.1151
ja_natural,27738439,mid_range,757,600,1.2617,175.7684,175.2214,175.3264,52.278,51.3881,50.6138
ja_natural,17552240,mid_range,764,606,1.2607,182.6701,182.1495,180.3257,44.1254,44.3587,43.6697
ja_natural,25484321,mid_range,757,600,1.2617,176.9235,176.5921,175.2472,39.0734,38.3905,37.9365
ja_natural,25456729,mid_range,757,600,1.2617,176.8252,177.9116,178.4102,54.2774,52.2472,50.6601
ja_natural,27463231,mid_range,757,600,1.2617,178.7368,178.0347,177.0158,43.5595,42.7043,42.2307
ja_natural,27793066,mid_range,757,600,1.2617,185.5899,185.103,183.0674,41.502,41.4699,41.2726
ja_natural,27919187,mid_range,757,600,1.2617,183.7873,183.0834,181.4236,28.3775,28.1712,28.8766
ja_natural,26459706,mid_range,757,600,1.2617,185.0702,184.373,184.003,37.537,37.6695,37.4883
ja_natural,27103807,mid_range,757,600,1.2617,183.9121,183.814,182.2354,42.3704,42.4483,42.7041
ja_natural,12545057,mid_range,757,600,1.2617,172.7912,171.9301,169.976,49.1861,49.2797,49.7952
ja_natural,27411363,mid_range,757,600,1.2617,183.4195,182.8995,180.8361,41.5913,41.0345,40.4445
ja_natural,11485822,mid_range,757,600,1.2617,185.1761,184.2762,182.3843,39.0898,39.5221,39.3203
ja_natural,25963014,mid_range,757,600,1.2617,191.6126,192.0668,192.6943,31.6974,31.3832,30.9303
ja_natural,28482896,mid_range,757,600,1.2617,187.8907,187.3704,185.7563,36.6293,36.5,36.4167
ja_natural,26949380,mid_range,757,600,1.2617,185.4388,185.1128,183.2849,38.4973,38.3614,38.6634
ja_natural,27327532,mid_range,757,600,1.2617,172.0027,171.2852,164.4221,34.6865,34.2099,37.7835
ja_natural,27521226,mid_range,757,600,1.2617,180.121,179.3337,176.032,38.2825,37.9005,39.2887
ja_natural,26845437,mid_range,757,600,1.2617,167.0751,166.6116,160.7485,63.9499,62.7649,61.7998
ja_natural,27743450,mid_range,757,600,1.2617,192.5685,192.5553,191.4509,25.4249,24.8672,24.381
ja_natural,15576518,mid_range,757,600,1.2617,183.2477,183.252,181.8762,40.4304,40.223,39.8848
ja_natural,26373601,mid_range,757,600,1.2617,185.5411,185.9088,186.665,29.8892,30.2931,29.8226
ja_natural,26981214,mid_range,757,600,1.2617,177.7786,177.3329,176.1121,48.8816,48.8625,48.7417
ja_natural,28428484,mid_range,757,600,1.2617,175.3593,175.1465,175.9308,62.6114,62.9552,62.2166
ja_natural,28090111,mid_range,757,600,1.2617,188.7474,187.6146,186.697,32.9382,32.6937,32.458
ja_natural,27021428,mid_range,757,600,1.2617,186.366,185.8941,183.6142,35.1424,34.6782,34.8703
ja_natural,27871673,mid_range,757,600,1.2617,184.2854,183.1829,178.1914,34.0821,34.0119,34.8805
ja_natural,23020613,mid_range,757,600,1.2617,183.0948,182.967,183.7087,40.9464,40.3697,39.4087
ja_natural,26559753,mid_range,757,600,1.2617,190.8058,190.4567,186.3227,30.3722,30.0444,29.5185
ja_natural,28263954,mid_range,757,600,1.2617,179.1821,179.3564,178.7569,57.5306,57.6096,56.6292
ja_natural,27891472,mid_range,757,600,1.2617,188.9719,188.5185,186.7636,34.9497,35.3328,35.3448
ja_natural,23494785,mid_range,757,600,1.2617,173.7965,173.3079,171.664,66.0195,66.7614,65.9248
ja_natural,28266704,mid_range,757,600,1.2617,185.7652,185.591,184.8285,27.2636,27.1175,26.683
ja_natural,22780994,mid_range,757,600,1.2617,174.2033,173.9022,174.0712,56.3532,55.543,55.0556
ja_natural,26106778,mid_range,757,600,1.2617,177.4864,176.5988,174.5284,44.7073,44.2868,43.9263
ja_natural,28510583,mid_range,757,600,1.2617,178.723,179.1445,179.6481,49.0393,48.2474,48.3341
ja_natural,25790346,mid_range,757,600,1.2617,171.5192,171.4776,172.0414,57.9317,58.0112,56.7319
ja_natural,28335482,mid_range,757,600,1.2617,173.9185,174.067,170.9917,60.1641,58.6978,56.8152
ja_natural,19461833,mid_range,757,600,1.2617,179.9069,179.843,177.9901,44.5553,43.9445,42.7755
ja_natural,28420170,mid_range,757,600,1.2617,177.7638,176.5867,172.9945,51.6695,51.6892,51.3328
ja_natural,24163889,mid_range,757,600,1.2617,177.6957,177.2224,175.3366,59.0081,58.2681,58.4316
ja_natural,27959140,mid_range,757,600,1.2617,174.4887,174.7892,174.6909,60.9692,59.7244,59.16
ja_natural,25610582,mid_range,757,600,1.2617,190.3069,190.1541,188.9097,35.4165,34.5783,33.74
ja_natural,25650261,mid_range,757,600,1.2617,192.7758,192.1527,190.2804,37.6704,37.0925,37.2255
ja_natural,27460533,mid_range,757,600,1.2617,190.0544,189.7876,186.8889,31.1996,31.0373,31.805
ja_natural,27283469,mid_range,757,600,1.2617,180.0379,177.9937,175.2223,47.7526,47.5883,47.167
ja_natural,27396450,mid_range,757,600,1.2617,183.3346,182.7673,181.8369,32.8357,32.6144,32.842
ja_natural,25241232,mid_range,757,600,1.2617,174.0471,173.9545,173.2122,60.6477,60.5012,59.4703
ja_natural,22692074,mid_range,757,600,1.2617,190.2808,189.9503,188.6721,35.6553,34.9968,35.1859
ja_natural,26937984,mid_range,757,600,1.2617,188.351,186.6572,184.6848,35.0125,35.1279,35.294
ja_natural,22617827,mid_range,757,600,1.2617,176.1968,176.0098,175.5011,61.8477,62.1651,62.3444
ja_natural,13403621,mid_range,757,600,1.2617,171.0067,169.477,167.9908,55.9871,55.8569,54.9513
ja_natural,7173218,mid_range,757,600,1.2617,169.7369,169.8656,169.1743,63.7286,63.3297,63.1526
ja_natural,28472329,mid_range,757,600,1.2617,185.6206,184.8562,182.8595,50.2502,51.5417,51.6657
ja_natural,24704954,mid_range,757,600,1.2617,177.0949,177.5997,176.9527,51.7246,50.5951,48.5336
ja_natural,28478978,mid_range,757,600,1.2617,181.6817,180.6841,177.0777,29.6175,28.8172,30.5628
ja_natural,28376540,mid_range,757,600,1.2617,188.3755,188.7408,189.4249,35.0395,34.365,33.6982
ja_natural,28149431,mid_range,757,600,1.2617,179.5242,179.3305,176.9521,56.7683,56.2436,54.9763
ja_natural,28357318,mid_range,757,600,1.2617,186.0027,185.6157,183.6421,30.9412,30.3682,30.333
ja_natural,27773263,mid_range,757,600,1.2617,174.1128,173.6081,171.2474,63.5073,64.7558,64.1602
ja_natural,26808072,mid_range,757,600,1.2617,181.9723,181.5168,180.9008,44.215,44.4014,44.1059
ja_natural,27749654,mid_range,757,600,1.2617,168.5688,168.7905,166.9627,59.8809,58.181,58.5222
ja_natural,24407931,mid_range,757,600,1.2617,188.1416,186.9577,181.9695,30.1675,30.0831,31.6393
ja_natural,14210076,mid_range,757,600,1.2617,183.0379,183.749,184.6542,45.6931,43.6813,42.0255
ja_natural,28047367,mid_range,757,600,1.2617,188.0193,187.7899,186.8175,33.4735,33.4169,33.1583
ja_natural,16297860,mid_range,764,606,1.2607,176.2136,175.1106,172.826,58.5637,58.3972,57.8893
ja_natural,28344242,mid_range,757,600,1.2617,175.566,176.089,174.2323,60.8536,58.3481,58.4771
ja_natural,14485312,mid_range,757,600,1.2617,176.8042,177.5741,176.598,53.516,52.0162,51.308
ja_natural,26194093,mid_range,757,600,1.2617,192.1601,192.3299,192.497,32.7062,32.4653,33.212
ja_natural,28436305,mid_range,757,600,1.2617,193.6125,193.6645,194.8292,30.6458,30.7688,30.4746
ja_natural,28568284,mid_range,757,600,1.2617,187.3512,186.4929,184.424,30.2016,29.7364,30.0265
ja_natural,28001089,mid_range,757,600,1.2617,180.2437,179.7249,177.9837,43.0421,43.0293,42.8715
ja_natural,28017030,mid_range,757,600,1.2617,186.6002,186.3002,184.7253,34.0517,34.2112,34.9954
ja_natural,26714840,mid_range,757,600,1.2617,184.3779,183.9272,182.7033,44.8464,44.2132,44.1962
ja_natural,28362746,mid_range,757,600,1.2617,185.5845,185.0535,184.8852,37.1272,37.1674,37.7209
ja_natural,28001052,mid_range,757,600,1.2617,184.6608,184.8093,185.0915,38.1365,36.8643,35.2793
ja_natural,27646605,mid_range,757,600,1.2617,189.2627,188.1923,184.9035,37.6619,38.0014,38.5171
ja_natural,27115135,mid_range,757,600,1.2617,179.922,177.5605,174.9072,35.9562,36.8856,38.4051
ja_natural,27384393,mid_range,757,600,1.2617,183.1607,182.735,178.3849,56.6959,56.1942,56.1631
ja_natural,28445313,mid_range,757,600,1.2617,186.4189,185.6033,181.2281,34.0042,33.5567,33.8279
ja_natural,28399855,mid_range,757,600,1.2617,184.8406,184.6428,185.8607,33.4201,33.4854,32.999
ja_natural,28053117,mid_range,757,600,1.2617,182.8665,181.317,180.2443,27.5139,27.3208,27.7284
ja_natural,26524872,mid_range,757,600,1.2617,185.6137,185.2109,181.3336,34.2618,33.58,34.7326
ja_natural,28074067,mid_range,757,600,1.2617,181.625,181.3804,181.0178,39.5011,39.4567,39.0985
ja_natural,26983532,mid_range,757,600,1.2617,184.2848,182.8987,178.7408,32.5068,32.0956,33.4455
ja_natural,24292560,mid_range,757,600,1.2617,185.367,185.2448,184.409,52.8311,52.4654,51.277
ja_natural,25349168,mid_range,757,600,1.2617,188.4384,188.6087,187.3668,33.5013,33.0558,33.2415
ja_natural,28047133,mid_range,757,600,1.2617,182.916,183.1977,181.9834,45.3475,44.4095,44.8887
ja_natural,27943882,mid_range,757,600,1.2617,187.4743,186.6393,186.0088,25.22,24.5651,24.7273
ja_natural,28436263,mid_range,757,600,1.2617,186.121,185.5807,184.3076,40.2954,40.082,40.0621
ja_natural,26214061,mid_range,757,600,1.2617,184.1275,185.0383,182.3107,50.1493,45.6789,46.9068
ja_natural,28493888,mid_range,757,600,1.2617,185.9267,185.0955,184.3547,35.3423,35.2652,35.1118
ja_natural,18145390,mid_range,757,600,1.2617,173.6919,173.4656,173.8785,50.958,50.4455,48.6657
ja_natural,16751836,mid_range,757,600,1.2617,183.2348,182.8786,180.6019,56.0147,55.926,55.704
ja_natural,24523455,mid_range,757,600,1.2617,182.1717,181.131,179.5644,38.6451,38.4846,39.2514
ja_natural,28501174,mid_range,757,600,1.2617,185.412,184.6384,184.6497,35.6642,35.8427,36.1431
ja_natural,28472539,mid_range,757,600,1.2617,190.9699,189.5325,186.5874,33.3239,33.3971,33.2153
ja_natural,28403792,mid_range,757,600,1.2617,174.7813,174.2079,172.7068,61.309,60.7528,60.7675
ja_natural,28089443,mid_range,757,600,1.2617,185.6436,184.5297,179.4202,35.109,34.4745,34.6752
ja_natural,23870033,mid_range,757,600,1.2617,169.8728,170.2124,171.727,55.0463,53.0455,51.336
ja_natural,28475610,mid_range,757,600,1.2617,186.8472,186.8022,185.0798,28.5772,27.8006,27.9023
ja_natural,26111977,mid_range,757,600,1.2617,193.7918,192.9041,190.6697,29.1318,29.4081,29.2535
ja_natural,26510847,mid_range,757,600,1.2617,189.3844,189.0736,188.7471,34.2863,33.7708,33.8927
ja_natural,27697366,mid_range,757,600,1.2617,189.7684,189.5473,187.2642,29.9893,29.4194,29.6229
ja_natural,21113514,mid_range,757,600,1.2617,181.8501,181.7835,181.7676,39.9067,39.7,39.9103
ja_natural,28316305,mid_range,757,600,1.2617,170.6582,171.0158,168.9473,64.4555,64.3347,62.8335
ja_natural,16691234,mid_range,757,600,1.2617,188.8873,189.0217,186.0513,36.7573,36.0326,35.5674
ja_natural,28092879,mid_range,757,600,1.2617,186.1506,184.4152,184.42,36.963,36.722,35.8695
ja_natural,28081769,mid_range,757,600,1.2617,186.1942,185.9642,185.3602,36.6516,35.524,35.0712
ja_natural,21373288,mid_range,757,600,1.2617,177.1313,177.4465,174.4248,55.8702,54.0211,53.5734
ja_natural,24676041,mid_range,757,600,1.2617,169.7218,168.3262,166.2383,59.0315,59.3167,58.3706
ja_natural,27785969,mid_range,757,600,1.2617,182.653,181.5006,179.5462,43.1581,43.2037,42.9781
ja_natural,27349929,mid_range,757,600,1.2617,174.2246,173.6719,171.2457,64.2259,64.1919,62.8587
ja_natural,28303722,mid_range,757,600,1.2617,192.0465,191.6744,187.2945,34.9218,35.2351,35.4613
ja_natural,24800398,mid_range,757,600,1.2617,182.1616,181.3403,178.4467,39.3928,39.0274,39.3188
ja_natural,27304078,mid_range,757,600,1.2617,168.7695,168.8401,170.0951,64.2299,64.4582,63.8368
ja_natural,28405361,mid_range,757,600,1.2617,175.7321,175.4894,172.7476,64.0571,62.9609,61.4613
ja_natural,14641287,mid_range,757,600,1.2617,173.9725,173.3123,170.3205,56.1722,56.4337,55.6531
ja_natural,27091103,mid_range,757,600,1.2617,180.421,179.4769,176.5356,51.5129,51.3473,51.1973
ja_natural,87454,mid_range,757,600,1.2617,192.9256,192.44,189.1882,37.0118,37.0022,36.7789
ja_natural,21229634,mid_range,757,600,1.2617,196.8024,195.9692,191.4347,27.4595,27.479,26.9477
ja_natural,22998174,mid_range,757,600,1.2617,184.2654,183.5547,181.4371,43.7042,43.6434,43.1484
ja_natural,28047848,budget,757,600,1.2617,186.1659,185.3783,183.285,35.3122,35.1159,34.8879
ja_natural,26971660,budget,757,600,1.2617,185.4394,186.261,187.3851,44.1412,42.9977,43.7413
ja_natural,25989919,budget,757,600,1.2617,164.1927,163.5351,161.1404,61.6963,61.5409,60.7889
ja_natural,28296883,budget,757,600,1.2617,188.8635,188.3097,188.3576,28.4742,28.2175,27.6144
ja_natural,23307179,budget,757,600,1.2617,179.5184,178.7121,178.8465,59.3083,59.287,60.0387
ja_natural,24432121,budget,757,600,1.2617,178.6253,178.4746,177.168,64.4516,64.2478,63.7762
ja_natural,28509688,budget,757,600,1.2617,186.4695,186.2854,183.5807,36.9367,35.6881,34.7918
ja_natural,23958331,budget,757,600,1.2617,171.1201,170.1636,168.4808,55.2477,54.3446,53.9819
ja_natural,27127628,budget,757,600,1.2617,179.703,179.9705,179.2483,59.6295,58.943,58.2106
ja_natural,18753518,budget,757,600,1.2617,188.0921,187.7347,184.8419,31.0005,31.0436,31.1987
ja_natural,28209625,budget,757,600,1.2617,189.0047,187.2776,185.4727,36.0706,36.1675,36.248
ja_natural,20800424,budget,757,600,1.2617,185.5363,186.0064,185.575,45.9138,44.8123,43.5769
ja_natural,19860103,budget,757,600,1.2617,177.4832,178.2792,178.3302,57.0813,54.4954,55.2547
ja_natural,25193949,budget,757,600,1.2617,189.987,189.6664,190.4447,34.5856,33.9684,33.0206
ja_natural,28221497,budget,757,600,1.2617,190.4293,189.9674,189.7064,31.8204,31.7468,30.9417
ja_natural,28348118,budget,757,600,1.2617,175.7249,175.2449,174.4592,56.8417,55.4556,54.5622
ja_natural,25658737,budget,757,600,1.2617,179.4683,179.2423,178.5545,45.9804,45.1713,43.836
ja_natural,28512769,budget,757,600,1.2617,175.8629,174.7989,173.7387,47.0387,47.2834,47.4656
ja_natural,27555968,budget,757,600,1.2617,193.2999,192.7158,190.5349,31.4959,30.9291,30.704
ja_natural,28046340,budget,757,600,1.2617,176.0715,175.7586,172.2475,61.9918,62.5341,61.5063
ja_natural,27434252,budget,757,600,1.2617,187.3264,187.2029,186.4591,39.0223,39.2683,39.212
ja_natural,24441950,budget,757,600,1.2617,184.3204,184.7024,184.9604,50.7406,51.5783,51.7754
ja_natural,26938312,budget,757,600,1.2617,177.6045,176.4722,173.9963,47.7651,47.8957,47.2473
ja_natural,24640505,budget,757,600,1.2617,179.6007,179.7574,180.4706,60.0738,59.3805,59.5645
ja_natural,28493958,budget,757,600,1.2617,185.391,185.4915,186.05,41.3824,41.4015,42.1386
ja_natural,28532120,budget,757,600,1.2617,187.8403,187.0048,186.1671,30.0285,29.9343,30.3706
ja_natural,15321813,budget,757,600,1.2617,175.8493,175.886,175.8464,62.178,61.2174,58.3642
ja_natural,27655984,budget,757,600,1.2617,186.1318,186.1244,185.596,33.1453,32.5988,32.6997
ja_natural,22627477,budget,757,600,1.2617,173.0052,172.3948,171.318,58.4174,57.7903,57.8308
ja_natural,25240682,budget,757,600,1.2617,175.7569,175.6341,174.4204,62.5253,63.1077,62.9864
ja_natural,27519234,budget,757,600,1.2617,179.1865,178.7057,177.8199,43.6516,44.062,44.1326
ja_natural,28219325,budget,757,600,1.2617,180.7377,180.015,177.8034,41.2469,41.3805,41.4752
ja_natural,26714987,budget,757,600,1.2617,184.7083,184.3663,182.0479,35.6255,35.3058,35.9169
ja_natural,22754664,budget,757,600,1.2617,187.9017,187.2063,187.2773,33.8601,33.3479,32.6125
ja_natural,25636581,budget,757,600,1.2617,187.4357,187.33,186.4337,32.4582,32.0053,31.6115
ja_natural,11975659,budget,757,600,1.2617,167.5298,167.9452,168.6559,58.5804,56.7417,54.3783
ja_natural,23649051,budget,757,600,1.2617,191.2914,191.1661,190.6316,34.6157,34.3039,33.8058
ja_natural,25322274,budget,757,600,1.2617,173.6211,172.8776,171.3818,54.6625,54.0158,52.733
ja_natural,25521632,budget,757,600,1.2617,187.6272,187.2968,187.2395,31.3156,30.1464,29.2305
ja_natural,28084625,budget,757,600,1.2617,184.8936,184.6322,185.3479,36.5207,36.873,37.0572
ja_natural,27443534,budget,757,600,1.2617,181.9451,180.9928,176.7945,39.9593,39.9847,40.7114
ja_natural,25332576,budget,757,600,1.2617,187.839,187.6452,187.2568,26.497,26.3606,26.1324
ja_natural,968520,budget,757,600,1.2617,156.1906,156.7968,153.5266,48.5612,47.7706,47.2404
ja_natural,28042900,budget,757,600,1.2617,182.6129,182.3312,182.2636,54.9361,55.1087,53.9773
ja_natural,28355923,budget,757,600,1.2617,177.3453,178.2456,178.0716,60.2119,59.2602,57.1583
ja_natural,28482441,budget,757,600,1.2617,188.3559,187.3872,183.666,35.5689,35.581,35.6938
ja_natural,27231038,budget,757,600,1.2617,170.7362,170.1825,170.526,48.7257,48.493,47.2026
ja_natural,28352616,budget,757,600,1.2617,178.7409,179.3249,180.8839,53.0845,51.8609,51.291
ja_natural,14903540,budget,757,600,1.2617,181.4818,181.4281,182.225,29.3063,29.0505,29.037
ja_natural,27267181,budget,757,600,1.2617,191.6457,190.9886,189.6625,28.6619,28.6425,28.7649
ja_natural,24512114,budget,757,600,1.2617,180.3278,181.1896,181.8064,52.0875,49.9684,49.1043
ja_natural,13552549,budget,757,600,1.2617,180.4982,180.8519,181.782,50.603,49.0575,46.7654
ja_natural,27964784,budget,757,600,1.2617,170.5632,166.9086,163.8551,43.6097,45.198,46.8656
ja_natural,28564822,budget,757,600,1.2617,186.087,183.8986,183.4012,27.0267,26.6706,26.925
ja_natural,23940367,budget,757,600,1.2617,189.1741,189.5242,189.3631,28.2318,27.2759,26.7104
ja_natural,22025813,budget,757,600,1.2617,172.4056,172.832,174.0388,58.4278,58.1873,56.6623
ja_natural,17875382,budget,757,600,1.2617,179.853,180.7638,181.1566,52.8703,50.9939,49.3737
ja_natural,26632602,budget,757,600,1.2617,173.975,169.9918,165.6753,37.8104,39.5313,42.5806
ja_natural,27782477,budget,757,600,1.2617,185.2412,184.665,183.6502,34.2571,33.6141,33.5061
ja_natural,24178673,budget,757,600,1.2617,177.7365,178.2545,179.115,48.0595,45.735,44.0193
ja_natural,28595770,budget,757,600,1.2617,181.3298,180.8416,178.6346,40.3712,40.2639,40.4988
ja_natural,8480831,budget,757,600,1.2617,182.118,183.0824,184.0629,41.8853,39.7051,37.6259
ja_natural,28455175,budget,757,600,1.2617,181.7358,181.6194,181.3186,53.7927,53.3207,52.25
ja_natural,23409822,budget,757,600,1.2617,188.0543,187.214,188.3726,33.0289,32.6999,31.8622
ja_natural,28048750,budget,757,600,1.2617,172.0518,171.6585,169.6792,62.7099,62.7735,62.6096
ja_natural,28078533,budget,757,600,1.2617,178.0432,176.5974,170.4928,33.5074,33.2511,36.8156
ja_natural,27655676,budget,757,600,1.2617,169.5324,169.9335,169.5277,53.7225,52.2724,51.5635
ja_natural,22544552,budget,757,600,1.2617,192.6874,192.2649,192.4694,35.4006,35.6541,35.3718
ja_natural,25769864,budget,757,600,1.2617,189.953,189.488,189.267,28.5535,28.0754,27.7193
ja_natural,26971662,budget,757,600,1.2617,191.1219,191.4299,190.6404,32.3538,31.4781,30.9503
ja_natural,27538821,budget,757,600,1.2617,186.2816,185.8447,183.6523,37.8584,38.1364,37.8827
ja_natural,26762798,budget,757,600,1.2617,172.1654,172.2741,173.3092,65.0945,64.8776,64.1543
ja_natural,26491284,budget,757,600,1.2617,190.2474,190.3568,189.6463,26.4264,25.8072,25.1077
ja_natural,28563774,budget,757,600,1.2617,190.7552,189.8663,189.6927,28.6739,27.9996,28.1977
ja_natural,27040640,budget,757,600,1.2617,174.0767,173.4562,171.2287,60.0415,59.7854,59.9438
ja_natural,24457214,budget,757,600,1.2617,171.9005,172.9701,174.9276,59.15,57.7336,57.1057
ja_natural,28217865,budget,757,600,1.2617,181.2912,180.3898,178.6884,44.1667,43.1656,41.0336
ja_natural,26811980,budget,757,600,1.2617,173.6462,172.9147,168.3009,52.5478,52.8607,53.0345
ja_natural,23551780,budget,757,600,1.2617,186.785,185.5143,184.9122,35.6347,35.6925,36.3187
ja_natural,27203522,budget,757,600,1.2617,180.6442,180.7944,178.1273,53.8582,53.4527,53.2732
ja_natural,26864827,budget,757,600,1.2617,185.7984,186.1146,185.1887,53.3246,52.301,52.3337
ja_natural,26557611,budget,757,600,1.2617,191.7266,191.3745,191.17,32.5664,32.8627,32.697
ja_natural,27276914,budget,757,600,1.2617,187.0943,186.5743,185.6837,41.837,41.3708,40.8176
ja_natural,19095556,budget,757,600,1.2617,188.8008,187.9443,187.7883,30.702,30.3318,30.4429
ja_natural,22439235,budget,757,600,1.2617,174.636,175.9874,176.6874,47.0172,43.8278,41.4157
ja_natural,13225913,budget,757,600,1.2617,185.5156,183.9108,182.0909,54.1183,54.553,54.5885
ja_natural,22698713,budget,757,600,1.2617,175.797,176.7163,175.9768,61.4542,60.3595,59.1459
ja_natural,17145935,budget,757,600,1.2617,167.0697,167.3308,166.3471,59.1751,57.5681,56.2189
ja_natural,26066973,budget,757,600,1.2617,185.9652,185.9615,186.8713,33.9509,33.3444,33.5332
ja_natural,27905423,budget,757,600,1.2617,184.9428,183.8881,179.2339,39.8661,39.9431,39.9734
ja_natural,25988122,budget,757,600,1.2617,178.4292,178.1313,173.3814,54.0919,54.0675,54.1624
ja_natural,24871718,budget,757,600,1.2617,190.1746,189.5077,187.4796,35.7088,36.32,36.6147
ja_natural,26111926,budget,757,600,1.2617,175.1153,174.9875,173.2697,60.262,58.9862,58.805
ja_natural,11813395,budget,757,600,1.2617,170.6963,170.4849,170.4837,55.704,54.1558,52.1539
ja_natural,23658995,budget,757,600,1.2617,188.3691,187.8624,188.8515,24.9828,24.4252,24.3224
ja_natural,28405512,budget,757,600,1.2617,185.1762,184.3138,182.9168,34.4086,33.9012,34.4185
ja_natural,24295380,budget,757,600,1.2617,178.0599,177.5933,176.6325,51.2333,51.2485,50.9471
ja_natural,27234390,budget,757,600,1.2617,172.9211,173.007,173.2617,65.8017,65.3526,64.5534
ja_natural,28512898,budget,757,600,1.2617,189.9798,189.1666,188.3257,38.7076,38.2521,38.2294
ja_natural,24940139,budget,757,600,1.2617,189.6527,189.2726,188.8688,36.0531,35.932,34.7105
ja_natural,23032298,budget,757,600,1.2617,171.4236,172.2134,172.2774,55.601,54.3163,52.626
